country,year,countryyear,iso3c,iso3n,cowcode,hrmicode,disap_mean,disap_sd,disap_lo,disap_hi,exkill_mean,exkill_sd,exkill_lo,exkill_hi,arrest_mean,arrest_sd,arrest_lo,arrest_hi,tort_mean,tort_sd,tort_lo,tort_hi,dpex_mean,dpex_sd,dpex_lo,dpex_hi,express_mean,express_sd,express_lo,express_hi,polpart_mean,polpart_sd,polpart_lo,polpart_hi,assem_mean,assem_sd,assem_lo,assem_hi,rel_mean,rel_sd,rel_lo,rel_hi,physint_mean,physint_sd,physint_lo,physint_hi,empower_mean,empower_sd,empower_lo,empower_hi
Mozambique,2017,MOZ2017,MOZ,508,541,9,5.173305,.58951783,4.4187222,5.9278879,5.0635352,.49159473,4.4342937,5.6927767,5.0611486,.58182645,4.316411,5.8058863,4.5571203,.55916172,3.8413932,5.2728472,10,0,10,10,3.8753135,1.0228627,2.5660493,5.1845779,3.7336509,.94213182,2.5277221,4.9395795,5.1490521,1.2397194,3.5622113,6.7358928,,,,,3.9990704,.80084109,2.9739938,5.024147,4.4193673,1.0247326,3.1077096,5.7310252
Mozambique,2018,MOZ2018,MOZ,508,541,9,5.2331915,.44821677,4.6594739,5.8069091,5.6196814,.37893036,5.1346507,6.104712,4.9574838,.42003062,4.4198446,5.4951229,4.4545159,.32886475,4.0335689,4.875463,10,0,10,10,3.6413064,.34803605,3.1958203,4.0867925,4.1730099,.33659846,3.7421639,4.6038561,5.3844523,.56539828,4.6607428,6.1081619,,,,,4.2238207,.71408135,3.3097966,5.137845,4.1348109,.68876749,3.2531886,5.0164332
Mozambique,2019,MOZ2019,MOZ,508,541,9,5.3616524,.4644075,4.767211,5.9560938,5.2776585,.37411767,4.7987881,5.7565289,3.5502896,.58238518,2.8048365,4.2957425,4.6476512,.36701086,4.1778774,5.117425,10,0,10,10,3.2843292,.22252263,2.9995003,3.5691581,4.0959835,.39460099,3.5908942,4.6010728,4.3377099,.4240416,3.7949367,4.8804832,,,,,3.9284499,.76014727,2.9554613,4.9014382,3.5759332,.71515918,2.6605294,4.4913368
Mozambique,2020,MOZ2020,MOZ,508,541,9,5.2934117,.52695,4.6189156,5.9679079,4.6143241,.36648369,4.145225,5.0834231,4.1261706,.76542538,3.1464262,5.1059151,3.4616766,.40168795,2.947516,3.9758372,10,0,10,10,3.7905252,.28372878,3.4273524,4.153698,5.8571839,.61327797,5.0721879,6.64218,5.0799818,.46397147,4.4860983,5.6738653,,,,,3.6954026,.76449925,2.7168436,4.6739616,4.6257958,.72611618,3.696367,5.5552244
Mozambique,2021,MOZ2021,MOZ,508,541,9,5.2328825,.35049963,4.7842431,5.6815219,5.187932,.51069915,4.5342369,5.8416271,5.4417653,.51626462,4.7809467,6.1025839,4.7460074,.51043689,4.092648,5.3993669,10,0,10,10,3.8419247,.27904969,3.484741,4.1991081,5.8140974,.59166151,5.0567708,6.571424,4.1154113,.44832954,3.5415494,4.6892729,,,,,3.9121256,.74053848,2.9642363,4.8600149,4.1563616,.74770331,3.1993012,5.1134219
Mozambique,2022,MOZ2022,MOZ,508,541,9,5.3496537,.35016531,4.9014421,5.7978654,5.5650148,.40983728,5.0404229,6.0896068,4.7879043,.44818902,4.2142224,5.3615861,4.5929565,.41945115,4.0560589,5.1298542,10,0,10,10,4.1637058,.40614712,3.6438375,4.6835742,5.8589091,.49850503,5.2208228,6.4969954,3.9062614,.4198496,3.368854,4.4436688,9.2888527,.900379,8.1363678,10.441338,4.1635923,.78089571,3.1640458,5.1631389,4.4163747,.76240873,3.4404914,5.3922577
Mozambique,2023,MOZ2023,MOZ,508,541,9,5.6915407,.62076181,4.8969655,6.4861159,5.8501558,.70292562,4.9504108,6.7499008,3.9952927,.67805862,3.1273775,4.8632078,3.3153353,.45742306,2.7298338,3.9008367,10,0,10,10,3.9722779,.62307358,3.1747437,4.7698121,4.106678,.72202402,3.1824872,5.0308685,4.3736267,.64547515,3.5474186,5.1998348,9.0810404,.90418065,7.9236894,10.238392,4.3380332,.73431498,3.3981099,5.2779565,3.8676503,.71831203,2.948211,4.7870898
Nepal,2017,NPL2017,NPL,524,790,10,8.5494137,.65573555,7.710072,9.3887548,6.9799156,.85781151,5.881917,8.0779142,6.06494,.88911098,4.926878,7.203002,5.371448,.71376246,4.4578319,6.2850642,10,0,10,10,4.6757736,2.131717,1.9471759,7.4043713,7.5617199,1.6952589,5.3917885,9.7316513,6.5373297,1.9420242,4.0515385,9.0231209,,,,,6.9089913,.81726736,5.8628893,7.9550934,6.0379415,1.3995755,4.2464848,7.8293982
Nepal,2018,NPL2018,NPL,524,790,10,8.7756853,.3479625,8.3302937,9.221077,6.598052,.39862514,6.0878119,7.1082921,5.8826714,.35633558,5.4265618,6.3387809,4.9437547,.36727303,4.4736452,5.4138641,10,0,10,10,4.4122467,.54735744,3.7116292,5.112864,6.7189193,.58291006,5.9727945,7.465044,5.5465593,.53555262,4.861052,6.2320666,,,,,6.754148,.80886734,5.7187977,7.7894983,5.2683206,.73139316,4.3321371,6.204504
Nepal,2019,NPL2019,NPL,524,790,10,8.2546453,.26374888,7.9170465,8.5922441,6.2852621,.29635048,5.9059334,6.6645908,5.1765618,.25673187,4.8479452,5.5051785,5.1256194,.30481574,4.735455,5.5157838,10,0,10,10,4.2126832,.38523167,3.7195866,4.7057796,5.661603,.51006484,5.0087199,6.314486,5.469799,.4531785,4.8897305,6.0498676,,,,,6.2845111,.72826564,5.3523312,7.216691,4.9241524,.66874486,4.0681591,5.7801456
Nepal,2020,NPL2020,NPL,524,790,10,7.9369144,.32481176,7.5211554,8.3526735,7.1832247,.31189293,6.7840018,7.5824475,5.4852247,.5290525,4.8080378,6.1624117,5.7569966,.30289343,5.3692932,6.1447001,10,0,10,10,4.9935269,.57515073,4.2573342,5.7297196,5.8709049,.54978794,5.1671762,6.5746336,5.3085461,.52424264,4.6375155,5.9795766,,,,,6.4889636,.75623643,5.5209808,7.4569464,5.0750346,.7334519,4.1362162,6.0138531
Nepal,2021,NPL2021,NPL,524,790,10,8.3163948,.37040836,7.8422723,8.7905178,7.645915,.4265343,7.0999513,8.1918793,6.7579775,.47066814,6.1555223,7.3604326,6.6770453,.4335039,6.1221604,7.2319303,10,0,10,10,5.2555032,.50878018,4.6042647,5.9067416,6.8703451,.45887595,6.2829838,7.4577065,5.3996892,.44539568,4.8295827,5.9697957,,,,,7.4222622,.79564649,6.4038348,8.44069,5.4495459,.72443092,4.5222745,6.3768172
Nepal,2022,NPL2022,NPL,524,790,10,8.5648832,.25611964,8.2370501,8.8927164,7.7855721,.32098794,7.3747077,8.1964369,6.2240806,.28633651,5.8575697,6.5905914,6.2667174,.33312118,5.8403225,6.6931124,10,0,10,10,5.8811302,.41455084,5.3505054,6.4117551,7.0147295,.4287824,6.465888,7.563571,5.8161902,.4151617,5.2847834,6.3475971,8.0255175,.74564087,7.0710974,8.9799376,7.2532306,.74242443,6.3029275,8.2035341,6.1477966,.65096259,5.3145647,6.9810286
Nepal,2023,NPL2023,NPL,524,790,10,8.7033825,.34139991,8.2663908,9.1403742,7.4762025,.52710134,6.8015127,8.1508923,5.7513032,.49386084,5.1191611,6.3834453,6.1267796,.48215955,5.5096154,6.7439437,10,0,10,10,6.0482836,.53769404,5.3600354,6.7365317,7.1452456,.76298892,6.1686196,8.121871,4.8552995,.59255326,4.0968313,5.6137676,7.3313761,.6709938,6.4725041,8.1902485,7.339469,.78004545,6.3410106,8.3379269,5.8903375,.83749819,4.8183398,6.9623351
New Zealand,2017,NZL2017,NZL,554,920,11,8.4635153,.19234602,8.2173128,8.7097178,8.0924454,.24465872,7.7792821,8.4056082,7.9111767,.32570267,7.4942775,8.3280764,7.482522,.31560087,7.0785527,7.8864913,10,0,10,10,8.5508995,.7849108,7.5462136,9.5555849,7.2184186,.72690523,6.2879801,8.1488571,8.7188568,.65913087,7.8751693,9.5625439,,,,,7.7481294,.72838044,6.8158026,8.6804562,8.2718248,.90158689,7.1177936,9.4258556
New Zealand,2018,NZL2018,NZL,554,920,11,8.6993599,.15545413,8.5003786,8.8983412,7.9923186,.18372941,7.7571449,8.2274923,7.4766903,.22662947,7.1866045,7.7667761,7.1521835,.19296201,6.9051924,7.3991747,10,0,10,10,7.4753251,.26653108,7.1341653,7.8164849,7.0984101,.25107491,6.7770343,7.419786,8.2931242,.18510987,8.0561838,8.5300646,,,,,7.7389789,.7365362,6.7962127,8.6817455,7.7491355,.65590137,6.9095817,8.5886889
New Zealand,2019,NZL2019,NZL,554,920,11,9.0683298,.22321749,8.7826118,9.3540478,7.9209023,.16255939,7.7128263,8.1289787,7.0600524,.25328383,6.7358489,7.3842559,6.7308426,.20775408,6.4649172,6.996768,10,0,10,10,7.240828,.21289927,6.968317,7.513339,7.4486532,.19429879,7.1999507,7.6973557,8.2421274,.17292526,8.0207834,8.4634714,,,,,7.9152565,.73488039,6.9746094,8.8559036,7.7165337,.65130049,6.8828692,8.5501986
New Zealand,2020,NZL2020,NZL,554,920,11,8.7912912,.20923623,8.523469,9.0591135,8.2951832,.20106728,8.037817,8.5525494,7.7552843,.28061885,7.3960924,8.1144762,6.6175108,.25424525,6.2920771,6.9429445,10,0,10,10,7.4342875,.29440764,7.057446,7.8111291,7.7355914,.2348568,7.4349747,8.0362082,7.3875961,.42173362,6.8477769,7.9274154,,,,,7.8572431,.71970093,6.9360261,8.7784605,7.5651684,.6930781,6.6780286,8.4523087
New Zealand,2021,NZL2021,NZL,554,920,11,8.210351,.28801405,7.8416929,8.5790091,8.3350058,.20605041,8.0712614,8.5987501,7.4263482,.34741703,6.9816546,7.8710418,6.9324651,.29709619,6.5521817,7.3127484,10,0,10,10,7.40838,.34421173,6.9677892,7.8489709,7.598516,.33222333,7.1732702,8.0237617,6.7095437,.48763523,6.0853705,7.3337169,8.3194771,.74943691,7.360198,9.2787561,7.5490537,.74429238,6.5963593,8.5017481,7.1383252,.64543998,6.3121619,7.9644885
New Zealand,2022,NZL2022,NZL,554,920,11,8.2135067,.31377593,7.8118734,8.61514,8.2548456,.25077537,7.9338531,8.5758381,7.0664992,.34676889,6.6226349,7.5103636,6.8031535,.35155085,6.3531685,7.2531385,10,0,10,10,7.4516754,.3289147,7.0306644,7.8726864,7.6304607,.326758,7.2122107,8.0487108,7.4377012,.33674639,7.0066657,7.8687367,8.5958757,.45963308,8.0075455,9.184206,7.4787836,.71526289,6.5632472,8.3943205,7.5777164,.66680223,6.7242093,8.4312229
New Zealand,2023,NZL2023,NZL,554,920,11,8.5418606,.38004556,8.0554018,9.0283194,8.4396,.40249506,7.9244065,8.9547939,7.2132063,.45529383,6.6304302,7.7959824,6.6066523,.50100118,5.9653707,7.2479339,10,0,10,10,7.5742269,.45938078,6.9862194,8.1622343,7.7105255,.49373055,7.0785503,8.3425007,7.6297951,.44657686,7.0581765,8.2014132,8.7562819,.53820509,8.067379,9.4451847,7.6996641,.74803537,6.7421789,8.6571493,7.5427666,.67753863,6.6755171,8.4100161
Saudi Arabia,2017,SAU2017,SAU,682,670,12,4.0804939,.95328683,2.8602867,5.3007011,5.5302353,1.0294217,4.2125754,6.8478951,3.6063116,.93250763,2.4127018,4.7999215,3.6134853,.95589578,2.3899388,4.8370318,4.9538212,1.1357929,3.5000064,6.4076362,1.1511061,1.2367314,-.4319101,2.7341223,1.0000015,1.2788856,-.63697201,2.636975,1.6026833,1.5406309,-.3693243,3.5746908,,,,,2.8217711,1.1312433,1.3737797,4.2697625,1.0402691,.98051435,-.21478923,2.2953274
Saudi Arabia,2018,SAU2018,SAU,682,670,12,4.2499456,.78098083,3.2502902,5.2496009,4.8028989,.60054392,4.0342026,5.5715952,2.6725338,.53304011,1.9902424,3.354825,3.1269054,.37621891,2.6453452,3.6084657,4.1331959,.74173123,3.18378,5.082612,1.5312825,.50598973,.88361567,2.1789494,1.2250983,.46973103,.62384254,1.826354,2.002913,.45895895,1.4154456,2.5903804,,,,,2.527421,.92549849,1.342783,3.712059,1.2566239,.74733591,.3000339,2.2132139
Saudi Arabia,2019,SAU2019,SAU,682,670,12,4.2876492,.72395241,3.36099,5.2143083,4.9651346,.48243791,4.3476143,5.582655,2.3259823,.4492304,1.7509674,2.9009972,3.6940899,.35012975,3.2459238,4.1422558,2.4965203,.59147948,1.7394265,3.2536139,1.9083148,.24197733,1.5985838,2.2180457,1.4758135,.27279654,1.1266339,1.8249931,2.177707,.24107583,1.8691299,2.486284,,,,,2.3675313,.93742067,1.1676328,3.5674298,1.4152739,.66031092,.57007593,2.2604718
Saudi Arabia,2020,SAU2020,SAU,682,670,12,4.3132133,.45384374,3.7322934,4.8941336,5.2231593,.37674531,4.7409253,5.7053933,2.9056118,.47004068,2.3039596,3.5072639,3.6518056,.41095722,3.1257803,4.1778307,4.3363824,.47680914,3.7260666,4.9466982,1.958294,.27228692,1.6097667,2.3068213,1.8091645,.25928333,1.4772818,2.1410472,2.0503373,.24251384,1.7399197,2.360755,,,,,2.6506243,.76325184,1.6736619,3.6275866,1.4962091,.67455953,.63277292,2.3596454
Saudi Arabia,2021,SAU2021,SAU,682,670,12,4.9482541,.41675976,4.4148016,5.4817066,6.1756673,.54275,5.4809475,6.8703871,3.4904878,.38319147,3.0000026,3.980973,3.9497359,.42349061,3.4076679,4.4918036,3.1730571,.49255279,2.5425894,3.8035247,1.9771147,.26747164,1.634751,2.3194783,1.9783465,.29648155,1.5988501,2.3578429,1.9871126,.26131532,1.652629,2.3215961,3.3651299,.56689471,2.6395047,4.090755,3.4031475,.74196237,2.4534357,4.3528595,1.5759808,.66092628,.72999513,2.4219663
Saudi Arabia,2022,SAU2022,SAU,682,670,12,5.1498203,.32626349,4.732203,5.5674376,7.1843891,.48222357,6.567143,7.8016353,4.1344905,.40616772,3.6145959,4.6543851,4.1660366,.34931499,3.7189133,4.6131597,2.264745,.51528633,1.6051785,2.9243114,2.0256932,.33620721,1.595348,2.4560385,1.806139,.37438664,1.3269241,2.2853539,1.9180157,.34752852,1.4731792,2.3628523,3.0460746,.34752768,2.6012392,3.4909101,4.133235,.7353161,3.1920304,5.0744395,1.4067776,.66845196,.55115908,2.2623961
Saudi Arabia,2023,SAU2023,SAU,682,670,12,4.9241624,.43896747,4.3622842,5.4860406,7.2145958,.39705333,6.7063675,7.7228241,4.5999207,.54838282,3.8979907,5.3018508,4.2101383,.45797372,3.6239319,4.7963448,2.1594083,.42312199,1.6178122,2.7010045,2.3103988,.56569189,1.5863132,3.0344844,1.8650876,.56984091,1.1356913,2.5944841,2.0894494,.57289225,1.3561473,2.8227515,2.4731064,.49468967,1.8399036,3.1063092,3.8636892,.80758959,2.8299744,4.8974037,1.6951613,.77206248,.70692134,2.6834013
United Kingdom,2017,GBR2017,GBR,826,200,13,8.0664091,.2545816,7.7405448,8.3922739,7.702693,.2916055,7.3294377,8.0759478,7.4811144,.36662722,7.0118318,7.950397,7.0859318,.41545483,6.5541496,7.6177139,10,0,10,10,7.9963503,.90696454,6.8354359,9.1572647,6.7849021,.9111219,5.6186662,7.951138,7.9821105,.71395886,7.068243,8.895978,,,,,7.2080989,.73375297,6.2688951,8.1473026,7.3591695,.74424267,6.406539,8.3118
United Kingdom,2018,GBR2018,GBR,826,200,13,8.2174988,.20239556,7.9584327,8.4765654,7.5441647,.25425544,7.2187176,7.8696117,7.345778,.26312661,7.008976,7.68258,6.8047681,.30445331,6.4150677,7.1944685,10,0,10,10,6.6669412,.33506796,6.2380543,7.0958281,6.696672,.34125957,6.2598596,7.1334844,7.1299849,.25634205,6.801867,7.4581027,,,,,7.2993679,.73149377,6.3630557,8.2356796,6.8697329,.67478091,6.0060134,7.7334523
United Kingdom,2019,GBR2019,GBR,826,200,13,8.7186518,.33439678,8.2906237,9.1466799,7.1172447,.27436957,6.7660518,7.4684377,6.8497448,.30800885,6.4554935,7.2439961,6.3944554,.33153439,5.9700913,6.8188195,10,0,10,10,6.5334306,.30105898,6.1480751,6.918786,6.8358979,.33155462,6.4115081,7.2602878,6.7797651,.28975326,6.4088812,7.1506491,,,,,7.2927537,.75972682,6.3203034,8.2652044,6.5816154,.68359172,5.7066178,7.4566131
United Kingdom,2020,GBR2020,GBR,826,200,13,8.7775297,.24090661,8.4691696,9.0858898,7.7295218,.27481067,7.3777642,8.0812798,6.800837,.34108755,6.3642449,7.2374291,6.2341542,.37299851,5.7567163,6.7115922,10,0,10,10,6.1305232,.33133695,5.7064118,6.5546346,6.7087245,.32498437,6.2927446,7.1247044,5.4483681,.33376998,5.0211425,5.8755937,,,,,7.5436797,.72019601,6.621829,8.4655304,5.8827896,.66766173,5.0281825,6.7373967
United Kingdom,2021,GBR2021,GBR,826,200,13,8.1921577,.1940877,7.9437256,8.4405899,7.7892718,.20040688,7.5327511,8.0457926,6.7951088,.26070908,6.461401,7.1288166,6.3492436,.32296833,5.9358439,6.7626433,10,0,10,10,5.8004408,.36991212,5.3269534,6.2739282,6.2829347,.31801516,5.8758755,6.6899939,5.005816,.35732836,4.5484357,5.4631963,,,,,7.1963129,.71161878,6.2854409,8.1071854,5.5575933,.6723606,4.6969719,6.4182148
United Kingdom,2022,GBR2022,GBR,826,200,13,8.0917568,.15161121,7.8976946,8.2858191,7.5472841,.18223593,7.3140221,7.7805462,6.5174198,.19046405,6.2736259,6.7612138,6.3275375,.24102016,6.0190315,6.6360435,10,0,10,10,5.8606892,.25946221,5.5285773,6.192801,6.254271,.28192246,5.8934102,6.6151319,5.4034958,.26545388,5.063715,5.7432766,8.6772346,.34666333,8.2335052,9.1209641,7.0256681,.71396822,6.1117887,7.9395475,5.7670794,.64321506,4.9437642,6.5903945
United Kingdom,2023,GBR2023,GBR,826,200,13,8.2917957,.17915504,8.0624771,8.5211143,7.6825657,.25740162,7.3530917,8.0120401,6.284502,.24392222,5.9722815,6.5967226,6.2924342,.31172979,5.8934202,6.6914482,10,0,10,10,5.5391188,.31839967,5.131567,5.9466705,6.4210591,.34484318,5.97966,6.8624582,5.2110691,.37645912,4.7292013,5.6929369,8.6298113,.32672566,8.2116022,9.0480204,7.0829911,.70810235,6.17662,7.9893622,5.4926434,.66405326,4.6426554,6.3426313
DRC,2017,COD2017,COD,180,490,14,,,,,,,,,,,,,,,,,10,0,10,10,2.1735821,1.7137489,-.020016557,4.3671808,1.2176224,1.662663,-.91058624,3.3458309,3.1231072,1.7273359,.91211718,5.3340974,,,,,,,,,2.1084898,1.0441213,.77201456,3.4449649
DRC,2018,COD2018,COD,180,490,14,4.9205208,.53604513,4.2343831,5.6066585,4.459527,.42130467,3.9202571,4.9987969,3.0426402,.44165713,2.477319,3.6079614,3.8297143,.2978915,3.4484131,4.2110152,10,0,10,10,2.5340075,.38264561,2.0442212,3.0237939,3.9690464,.55435276,3.2594748,4.678618,3.2776055,.32198814,2.8654606,3.6897504,,,,,3.1513793,.74701226,2.1952035,4.1075549,2.7146027,.64878106,1.8841629,3.5450425
DRC,2019,COD2019,COD,180,490,14,5.9337163,.47096884,5.3308764,6.5365562,5.2457042,.3685396,4.7739735,5.7174349,4.2842646,.44814086,3.7106442,4.8578849,4.8596106,.30523115,4.4689145,5.2503066,10,0,10,10,4.6875591,.35500488,4.2331529,5.1419654,6.0066342,.56116629,5.2883415,6.7249269,5.5427451,.43767905,4.9825158,6.1029744,,,,,4.4557109,.73568827,3.51403,5.3973918,5.2290244,.71276546,4.3166847,6.1413641
DRC,2020,COD2020,COD,180,490,14,6.0440149,.34157905,5.6067939,6.481236,5.1427202,.41125,4.6163201,5.6691203,3.8532264,.3201763,3.4434009,4.263052,4.1142163,.36647028,3.6451344,4.5832982,10,0,10,10,4.0021629,.81944108,2.9532783,5.0510473,5.5787516,1.0859348,4.188755,6.9687481,6.566462,.85366338,5.473773,7.6591511,,,,,4.3972139,.73906302,3.4512134,5.3432145,5.4531817,.90467888,4.2951927,6.6111708
DRC,2021,COD2021,COD,180,490,14,6.3817372,.49477127,5.7484298,7.0150447,5.9856257,.47674003,5.3753986,6.5958529,3.9895585,.33173424,3.5649385,4.4141784,4.1065111,.36597675,3.6380608,4.5749612,10,0,10,10,4.776701,.6766296,3.910615,5.642787,5.5218959,.70611769,4.6180654,6.4257264,4.8853307,.80585927,3.8538308,5.9168305,,,,,4.7813811,.79044896,3.7696064,5.7931557,4.8809819,.72010553,3.9592469,5.8027172
DRC,2022,COD2022,COD,180,490,14,5.9539685,.60318935,5.1818862,6.7260509,5.5784202,.59555012,4.8161159,6.3407245,3.72944,.45727307,3.1441305,4.3147497,4.1381326,.3380945,3.7053716,4.5708938,10,0,10,10,4.3979902,.45563641,3.8147757,4.981205,4.9271703,.47226116,4.3226762,5.5316644,4.7027893,.46691671,4.1051359,5.3004427,8.4778938,1.091364,7.0809479,9.8748398,4.6408587,.90306365,3.4849372,5.7967801,4.5750828,.77874357,3.5782909,5.5718746
DRC,2023,COD2023,COD,180,490,14,4.700058,.74853951,3.7419274,5.6581883,4.8430629,.7592563,3.8712149,5.8149109,3.2580485,.5821014,2.5129588,4.0031385,3.3991199,.61464775,2.6123707,4.1858687,10,0,10,10,3.6444855,.69327366,2.7570951,4.5318756,4.707438,.80060071,3.6826692,5.7322068,5.1778235,.74137205,4.2288675,6.1267796,7.1981926,.77809006,6.2022371,8.1941481,3.3094506,1.0067356,2.0208292,4.5980721,4.4504824,.70973748,3.5420184,5.3589463
Jordan,2017,JOR2017,JOR,400,663,15,7.7245388,.61018902,6.9434967,8.5055809,7.3084426,.78745234,6.3005037,8.3163815,5.5928483,.81770861,4.5461812,6.6395154,5.3664832,.6702438,4.5085711,6.2243953,8.4634991,1.0074288,7.1739902,9.7530079,4.1984296,1.3726088,2.4414904,5.955369,4.5261407,.88326013,3.3955677,5.6567135,3.6597271,1.2825992,2.0180001,5.3014541,,,,,6.3052001,.76797706,5.3221893,7.2882109,3.630302,1.1430252,2.1672297,5.0933743
Jordan,2018,JOR2018,JOR,400,663,15,7.5788083,.39099628,7.0783329,8.0792837,7.7584662,.57754135,7.0192132,8.4977188,4.8352757,.37945229,4.349577,5.3209743,6.0659027,.40176281,5.5516462,6.5801592,9.0299997,.4190577,8.4936056,9.5663939,4.0402589,.49250743,3.4098494,4.6706686,4.2315483,.50850993,3.5806556,4.882441,3.8450937,.469989,3.2435079,4.4466796,,,,,6.4925418,.73048687,5.5575185,7.4275651,3.6797769,.71546328,2.763984,4.5955701
Jordan,2019,JOR2019,JOR,400,663,15,6.7565355,.50885016,6.1052074,7.4078636,8.2132797,.50722814,7.5640278,8.8625317,4.1937995,.40643609,3.6735613,4.7140379,6.2535853,.31748992,5.847198,6.6599727,9.4297485,.45246175,8.8505974,10.0089,3.3473473,.30245575,2.9602039,3.7344906,4.5026622,.56995022,3.7731259,5.2321982,3.6727617,.38331965,3.1821125,4.1634107,,,,,6.2836742,.83248973,5.2180872,7.3492613,3.4633498,.71498007,2.5481753,4.3785243
Jordan,2020,JOR2020,JOR,400,663,15,7.2737365,.5896858,6.5189385,8.0285339,7.8565679,.50575912,7.2091961,8.5039396,4.3670101,.47046366,3.7648165,4.9692035,5.4830675,.50116318,4.8415785,6.1245565,7.7010646,.82965147,6.6391106,8.7630186,2.9439263,.33506235,2.5150466,3.3728061,4.6188617,.70291978,3.7191243,5.518599,3.4225645,.35749459,2.9649715,3.8801575,,,,,6.0818725,.75660074,5.1134233,7.0503216,3.2730808,.66291225,2.4245532,4.1216087
Jordan,2021,JOR2021,JOR,400,663,15,7.5104418,.64619231,6.6833158,8.3375683,7.9342575,.61565632,7.1462173,8.7222977,4.7973471,.52750778,4.1221371,5.4725571,6.5656428,.70418775,5.6642823,7.4670033,10,0,10,10,3.6969168,.43882897,3.1352158,4.2586179,5.7919693,.8795684,4.666122,6.9178166,4.1568699,.61860603,3.3650541,4.9486856,,,,,6.6851463,.81895,5.6368904,7.7334023,4.1209607,.71928161,3.2002802,5.0416412
Jordan,2022,JOR2022,JOR,400,663,15,7.866436,.46743843,7.268115,8.464757,8.2556581,.42211118,7.7153559,8.7959604,6.1919298,.49287385,5.5610514,6.8228083,6.8764787,.5390017,6.1865563,7.566401,10,0,10,10,3.9936991,.42456543,3.4502554,4.5371428,5.9144316,.82208866,4.8621583,6.9667048,4.9732642,.64482307,4.1478906,5.7986379,7.5101748,1.2385024,5.9248915,9.095458,7.205821,.80998242,6.1690435,8.2425985,4.9228339,.75556237,3.955714,5.8899536
Jordan,2023,JOR2023,JOR,400,663,15,8.3733664,.5553472,7.6625218,9.0842104,8.0426569,.544855,7.3452425,8.7400713,6.2660551,.57147509,5.5345669,6.9975433,6.6895046,.60839313,5.9107614,7.4682479,10,0,10,10,,,,,,,,,,,,,7.7390952,1.0963339,6.3357878,9.1424026,7.4207091,.75802094,6.4504423,8.390976,,,,
South Korea,2017,KOR2017,KOR,410,732,16,8.1667843,.50037503,7.5263042,8.8072643,,,,,7.1833873,.52348983,6.5133204,7.8534541,7.6771598,.45434114,7.095603,8.2587166,10,0,10,10,6.5830507,.7560904,5.6152549,7.5508466,8.1672239,.64935279,7.3360524,8.9983959,7.5713148,.63890481,6.7535167,8.3891134,,,,,7.3074265,.96644503,6.0703769,8.5444765,7.0914898,.84335506,6.0119953,8.1709843
South Korea,2018,KOR2018,KOR,410,732,16,8.5476828,.41434431,8.0173216,9.0780439,8.6822739,.6973958,7.789607,9.5749407,7.211154,.39045519,6.7113714,7.7109365,7.4398518,.32095292,7.0290322,7.8506713,10,0,10,10,6.4363494,.42249936,5.8955503,6.9771485,7.2069268,.51523954,6.54742,7.8664336,7.7362037,.42815691,7.1881628,8.2842445,,,,,7.9205236,.76651853,6.9393797,8.9016676,7.0966945,.71491313,6.1816058,8.0117836
South Korea,2019,KOR2019,KOR,410,732,16,9.5787153,.50046277,8.9381227,10.219308,9.0086699,.68420595,8.1328859,9.8844538,6.9259491,.3975814,6.4170451,7.4348531,6.6027575,.33849418,6.1694851,7.0360298,10,0,10,10,6.3556747,.29933932,5.9725204,6.7388291,6.4915257,.46167946,5.9005761,7.0824752,7.1298203,.43714747,6.5702715,7.6893692,,,,,8.6808643,.75459164,7.7149868,9.6467419,6.5996747,.7275247,5.6684432,7.5309062
South Korea,2020,KOR2020,KOR,410,732,16,9.0660677,.30445302,8.6763678,9.4557676,8.9170389,.28849682,8.5477629,9.286315,7.7937636,.32701525,7.3751841,8.2123432,7.0940986,.33161399,6.6696324,7.5185647,10,0,10,10,6.5664501,.30401367,6.1773129,6.9555874,7.2333784,.39608857,6.7263851,7.7403717,5.7604208,.35537276,5.3055439,6.2152977,,,,,8.2852545,.74962562,7.3257337,9.2447748,6.43747,.67418033,5.5745192,7.3004208
South Korea,2021,KOR2021,KOR,410,732,16,8.7351818,.26818857,8.3919001,9.0784636,9.0093193,.27161929,8.6616468,9.3569918,7.7555885,.26132169,7.4210968,8.0900803,7.4328885,.26392636,7.0950627,7.7707143,10,0,10,10,7.4545579,.46568498,6.8584809,8.0506344,7.5617933,.44870824,6.9874468,8.1361399,6.6751289,.45750925,6.0895171,7.2607408,7.6378646,.97812325,6.3858666,8.8898621,8.2407913,.72829866,7.308569,9.1730137,7.2568498,.73772019,6.3125677,8.2011318
South Korea,2022,KOR2022,KOR,410,732,16,8.7004795,.31754041,8.2940273,9.1069317,8.5891762,.36530575,8.1215849,9.0567675,7.1570549,.35076973,6.7080698,7.60604,7.5469933,.37025797,7.0730629,8.0209236,10,0,10,10,7.1533289,.69027013,6.269783,8.0368748,7.6357841,.47505009,7.02772,8.2438478,6.6008272,.55593711,5.8892279,7.3124266,8.3868427,.62276894,7.5896983,9.1839867,8.141819,.75716919,7.1726422,9.1109953,7.1581025,.73567832,6.2164345,8.0997705
